NK SpeedCoach Rowing Session
Session Summary:
Serial Number,NK-777888
Session Name,Port 8+ morning row
Session Date,2020-01-11
Session Start Time,09:12:00
Total Distance (GPS),4717
Total Elapsed Time,00:20:23.12
Total Strokes,450

Per-Stroke Data:
Interval,Distance (GPS),Elapsed Time,Split (GPS),Stroke Rate,Total Strokes,Distance/Stroke (GPS),Heart Rate,Power
1,528.7,00:02:31.85,2:14.1,20.3,46,11.04,134,0
1,539.6,00:02:34.85,2:16.8,20.0,47,10.97,134,0
1,550.3,00:02:37.81,2:18.7,20.3,48,10.65,127,0
1,561.9,00:02:40.95,2:15.5,19.1,49,11.59,136,0
1,573.0,00:02:43.92,2:14.1,20.2,50,11.08,137,0
1,584.0,00:02:46.89,2:14.0,20.2,51,11.07,142,0
1,595.1,00:02:49.84,2:13.9,20.3,52,11.05,135,0
1,606.3,00:02:52.87,2:14.9,19.8,53,11.22,127,0
1,617.5,00:02:55.93,2:17.0,19.6,54,11.16,131,0
1,628.5,00:02:58.94,2:16.9,19.9,55,10.99,138,0
1,639.2,00:03:01.77,2:11.6,21.2,56,10.76,134,0
1,650.4,00:03:04.81,2:16.2,19.7,57,11.16,138,0
1,662.6,00:03:08.17,2:17.2,17.9,58,12.25,131,0
1,673.7,00:03:11.09,2:12.0,20.5,59,11.06,136,0
1,684.3,00:03:13.96,2:14.7,21.0,60,10.63,136,0
1,695.1,00:03:16.86,2:15.3,20.6,61,10.75,135,0
1,705.4,00:03:19.69,2:17.1,21.2,62,10.31,134,0
1,715.6,00:03:22.39,2:12.7,22.2,63,10.18,138,0
1,726.8,00:03:25.42,2:15.3,19.8,64,11.21,137,0
1,737.7,00:03:28.40,2:16.3,20.2,65,10.91,130,0
1,749.4,00:03:31.59,2:16.2,18.8,66,11.72,132,0
1,761.2,00:03:34.72,2:12.1,19.2,67,11.84,139,0
1,771.8,00:03:37.63,2:17.9,20.6,68,10.56,132,0
1,783.1,00:03:40.63,2:12.7,20.0,69,11.30,137,0
1,793.7,00:03:43.45,2:13.2,21.3,70,10.59,140,0
1,804.4,00:03:46.34,2:14.6,20.8,71,10.72,129,0
1,814.9,00:03:49.18,2:14.8,21.1,72,10.53,133,0
1,825.8,00:03:52.13,2:15.8,20.3,73,10.87,139,0
1,837.2,00:03:55.26,2:17.3,19.2,74,11.39,139,0
1,847.7,00:03:58.09,2:14.6,21.2,75,10.53,133,0
1,858.4,00:04:00.98,2:15.2,20.8,76,10.66,135,0
1,868.9,00:04:03.82,2:14.5,21.1,77,10.55,128,0
1,880.5,00:04:06.86,2:11.3,19.7,78,11.60,137,0
1,891.6,00:04:09.83,2:13.8,20.3,79,11.07,135,0
1,902.4,00:04:12.73,2:15.2,20.7,80,10.74,139,0
1,913.3,00:04:15.74,2:17.1,20.0,81,10.97,139,0
1,923.9,00:04:18.55,2:13.7,21.3,82,10.54,138,0
1,936.1,00:04:21.80,2:12.8,18.5,83,12.21,129,0
1,946.9,00:04:24.67,2:12.5,20.9,84,10.85,135,0
1,958.1,00:04:27.70,2:14.9,19.8,85,11.20,133,0
1,968.9,00:04:30.67,2:18.6,20.2,86,10.72,135,0
1,979.6,00:04:33.61,2:17.0,20.4,87,10.72,134,0
1,991.4,00:04:36.77,2:13.9,19.0,88,11.80,138,0
1,1003.4,00:04:39.98,2:13.8,18.7,89,12.00,138,0
1,1014.1,00:04:42.89,2:15.0,20.6,90,10.77,137,0
1,1025.4,00:04:45.87,2:12.6,20.1,91,11.23,130,0
1,1036.6,00:04:48.95,2:16.8,19.5,92,11.25,133,0
1,1048.3,00:04:52.06,2:13.5,19.3,93,11.66,130,0
1,1059.6,00:04:55.07,2:12.6,19.9,94,11.36,136,0
1,1071.9,00:04:58.38,2:15.7,18.1,95,12.21,133,0
1,1083.8,00:05:01.64,2:16.4,18.4,96,11.92,134,0
1,1096.1,00:05:04.93,2:13.2,18.2,97,12.36,136,0
1,1107.3,00:05:07.99,2:16.6,19.6,98,11.19,137,0
1,1118.1,00:05:10.91,2:15.7,20.5,99,10.77,139,0
1,1128.9,00:05:13.83,2:15.9,20.5,100,10.75,129,0
1,1139.4,00:05:16.73,2:17.6,20.7,101,10.52,134,0
1,1150.4,00:05:19.79,2:18.9,19.6,102,11.01,130,0
1,1160.9,00:05:22.73,2:19.8,20.4,103,10.53,132,0
1,1171.4,00:05:25.65,2:18.8,20.6,104,10.52,135,0
1,1182.2,00:05:28.58,2:16.8,20.4,105,10.72,132,0
1,1193.3,00:05:31.59,2:15.6,19.9,106,11.10,137,0
1,1204.4,00:05:34.60,2:14.6,20.0,107,11.16,132,0
1,1215.5,00:05:37.64,2:16.8,19.7,108,11.13,135,0
1,1227.2,00:05:40.75,2:13.3,19.3,109,11.65,143,0
1,1237.7,00:05:43.62,2:16.3,20.9,110,10.53,127,0
1,1248.5,00:05:46.55,2:16.0,20.5,111,10.76,140,0
1,1259.4,00:05:49.49,2:14.9,20.3,112,10.94,137,0
1,1271.3,00:05:52.75,2:17.1,18.4,113,11.87,136,0
1,1282.5,00:05:55.83,2:17.7,19.4,114,11.21,140,0
1,1294.4,00:05:59.01,2:13.7,18.9,115,11.89,136,0
1,1305.5,00:06:01.99,2:14.2,20.1,116,11.10,132,0
1,1315.6,00:06:04.76,2:17.1,21.7,117,10.09,131,0
1,1327.0,00:06:07.93,2:18.4,18.9,118,11.45,138,0
1,1337.3,00:06:10.72,2:16.6,21.5,119,10.23,132,0
1,1348.6,00:06:13.69,2:10.7,20.2,120,11.36,133,0
1,1359.7,00:06:16.70,2:16.0,20.0,121,11.05,133,0
1,1370.8,00:06:19.71,2:15.9,19.9,122,11.09,136,0
1,1381.6,00:06:22.64,2:15.4,20.5,123,10.80,134,0
1,1392.3,00:06:25.55,2:15.1,20.6,124,10.76,133,0
1,1403.7,00:06:28.62,2:15.0,19.5,125,11.40,135,0
1,1414.8,00:06:31.61,2:15.0,20.1,126,11.04,136,0
1,1426.1,00:06:34.62,2:12.5,19.9,127,11.38,136,0
1,1436.7,00:06:37.50,2:15.9,20.8,128,10.59,134,0
1,1447.8,00:06:40.45,2:13.1,20.4,129,11.07,129,0
1,1459.1,00:06:43.44,2:13.1,20.0,130,11.24,137,0
1,1471.2,00:06:46.58,2:08.7,19.1,131,12.18,135,0
1,1481.8,00:06:49.40,2:13.2,21.3,132,10.59,134,0
1,1493.3,00:06:52.49,2:15.0,19.4,133,11.46,139,0
1,1504.2,00:06:55.47,2:17.0,20.1,134,10.87,140,0
1,1515.3,00:06:58.47,2:15.2,20.0,135,11.10,143,0
1,1525.9,00:07:01.36,2:16.0,20.8,136,10.61,135,0
1,1537.0,00:07:04.38,2:15.5,19.9,137,11.14,137,0
1,1547.6,00:07:07.26,2:15.2,20.9,138,10.64,141,0
1,1558.5,00:07:10.28,2:19.1,19.8,139,10.88,142,0
1,1569.8,00:07:13.31,2:14.2,19.8,140,11.28,146,0
1,1581.0,00:07:16.35,2:15.7,19.7,141,11.20,141,0
1,1592.4,00:07:19.35,2:11.7,20.0,142,11.39,139,0
1,1603.2,00:07:22.31,2:16.3,20.3,143,10.85,140,0
1,1614.3,00:07:25.30,2:15.7,20.0,144,11.04,140,0
1,1625.4,00:07:28.28,2:14.1,20.2,145,11.09,137,0
1,1636.5,00:07:31.20,2:11.9,20.5,146,11.07,136,0
1,1647.9,00:07:34.20,2:11.1,20.0,147,11.44,137,0
1,1660.2,00:07:37.46,2:12.6,18.4,148,12.30,140,0
1,1671.1,00:07:40.40,2:13.9,20.5,149,10.95,137,0
1,1682.7,00:07:43.58,2:17.7,18.9,150,11.55,140,0
1,1693.6,00:07:46.45,2:12.2,20.9,151,10.87,137,0
1,1705.5,00:07:49.69,2:15.6,18.5,152,11.93,141,0
1,1717.6,00:07:52.93,2:13.9,18.5,153,12.12,140,0
1,1730.0,00:07:56.16,2:10.3,18.6,154,12.38,135,0
1,1741.7,00:07:59.24,2:11.2,19.5,155,11.73,138,0
1,1752.7,00:08:02.21,2:15.3,20.2,156,10.98,140,0
1,1763.1,00:08:05.04,2:16.3,21.2,157,10.38,134,0
1,1774.7,00:08:08.10,2:11.9,19.6,158,11.61,135,0
1,1785.9,00:08:11.11,2:14.0,19.9,159,11.23,139,0
1,1798.1,00:08:14.31,2:11.5,18.7,160,12.18,138,0
1,1809.4,00:08:17.34,2:13.4,19.8,161,11.34,138,0
1,1820.9,00:08:20.43,2:15.4,19.4,162,11.43,139,0
1,1832.2,00:08:23.44,2:12.7,19.9,163,11.35,137,0
1,1845.0,00:08:26.81,2:12.0,17.8,164,12.75,138,0
1,1856.8,00:08:30.00,2:14.4,18.8,165,11.88,138,0
1,1868.7,00:08:33.17,2:13.5,18.9,166,11.89,137,0
1,1879.6,00:08:36.12,2:15.2,20.4,167,10.89,138,0
1,1891.2,00:08:39.23,2:13.7,19.3,168,11.61,138,0
1,1902.1,00:08:42.14,2:14.6,20.6,169,10.83,136,0
1,1914.0,00:08:45.31,2:13.3,18.9,170,11.90,136,0
1,1925.7,00:08:48.45,2:13.8,19.1,171,11.74,137,0
1,1936.8,00:08:51.44,2:15.0,20.1,172,11.06,137,0
1,1947.1,00:08:54.18,2:13.4,21.9,173,10.29,141,0
1,1958.0,00:08:57.17,2:16.2,20.1,174,10.96,131,0
1,1969.5,00:09:00.26,2:14.5,19.4,175,11.50,140,0
1,1979.7,00:09:03.01,2:14.6,21.9,176,10.19,142,0
1,1990.4,00:09:05.92,2:15.9,20.6,177,10.71,140,0
1,2001.6,00:09:08.94,2:15.0,19.9,178,11.18,135,0
1,2012.4,00:09:11.80,2:12.0,20.9,179,10.85,139,0
1,2022.8,00:09:14.57,2:13.6,21.7,180,10.35,138,0
1,2033.5,00:09:17.43,2:14.1,20.9,181,10.69,136,0
1,2044.5,00:09:20.40,2:15.2,20.2,182,10.98,140,0
1,2055.7,00:09:23.50,2:17.5,19.4,183,11.26,143,0
1,2066.9,00:09:26.49,2:14.5,20.0,184,11.14,137,0
1,2077.6,00:09:29.33,2:12.6,21.1,185,10.71,140,0
1,2089.1,00:09:32.39,2:12.6,19.6,186,11.53,140,0
1,2099.7,00:09:35.24,2:14.0,21.1,187,10.63,136,0
1,2110.6,00:09:38.15,2:13.9,20.6,188,10.85,139,0
1,2121.0,00:09:40.97,2:16.3,21.2,189,10.38,136,0
1,2131.2,00:09:43.72,2:14.0,21.8,190,10.26,140,0
1,2142.7,00:09:46.80,2:13.9,19.5,191,11.50,133,0
1,2153.0,00:09:49.60,2:16.7,21.4,192,10.24,134,0
1,2165.2,00:09:52.80,2:10.8,18.8,193,12.21,142,0
1,2176.6,00:09:55.85,2:13.9,19.6,194,11.41,137,0
1,2188.0,00:09:58.87,2:11.8,19.9,195,11.43,138,0
1,2199.9,00:10:02.05,2:13.9,18.8,196,11.89,139,0
1,2210.9,00:10:04.99,2:13.5,20.4,197,11.03,135,0
1,2222.1,00:10:07.97,2:13.0,20.1,198,11.20,143,0
1,2233.0,00:10:10.89,2:13.8,20.6,199,10.88,137,0
1,2244.7,00:10:13.97,2:12.1,19.4,200,11.68,137,0
1,2255.7,00:10:16.94,2:15.0,20.2,201,10.98,140,0
1,2266.1,00:10:19.71,2:12.6,21.7,202,10.44,138,0
1,2276.5,00:10:22.40,2:10.3,22.2,203,10.36,136,0
1,2287.6,00:10:25.38,2:14.3,20.1,204,11.09,139,0
1,2298.8,00:10:28.41,2:14.7,19.8,205,11.24,138,0
1,2310.0,00:10:31.32,2:10.2,20.6,206,11.17,135,0
1,2321.3,00:10:34.32,2:11.9,20.0,207,11.37,135,0
1,2332.4,00:10:37.25,2:12.7,20.5,208,11.03,140,0
1,2343.2,00:10:40.16,2:14.6,20.6,209,10.82,140,0
1,2354.7,00:10:43.17,2:11.2,19.9,210,11.48,138,0
1,2365.8,00:10:46.12,2:12.9,20.4,211,11.08,138,0
1,2376.8,00:10:49.03,2:12.2,20.6,212,11.01,140,0
1,2387.3,00:10:51.83,2:12.9,21.5,213,10.50,138,0
1,2398.3,00:10:54.84,2:17.1,19.9,214,11.01,139,0
1,2409.2,00:10:57.74,2:12.6,20.7,215,10.92,138,0
1,2420.7,00:11:00.74,2:10.4,20.0,216,11.50,142,0
1,2431.8,00:11:03.64,2:10.5,20.7,217,11.09,140,0
1,2443.0,00:11:06.65,2:14.9,19.9,218,11.18,139,0
1,2454.9,00:11:09.84,2:13.6,18.8,219,11.95,142,0
1,2466.6,00:11:12.91,2:12.0,19.5,220,11.64,134,0
1,2476.9,00:11:15.52,2:05.7,23.0,221,10.37,157,0
1,2486.7,00:11:17.99,2:05.5,24.3,222,9.82,159,0
1,2497.0,00:11:20.53,2:03.7,23.6,223,10.29,154,0
1,2507.0,00:11:22.98,2:03.0,24.4,224,9.98,148,0
1,2516.9,00:11:25.46,2:05.5,24.2,225,9.86,148,0
1,2527.0,00:11:27.98,2:03.9,23.8,226,10.16,153,0
1,2537.1,00:11:30.49,2:04.8,23.9,227,10.05,151,0
1,2546.5,00:11:32.90,2:07.8,24.8,228,9.45,151,0
1,2556.4,00:11:35.33,2:03.5,24.7,229,9.85,152,0
1,2565.9,00:11:37.77,2:08.0,24.6,230,9.53,151,0
1,2575.9,00:11:40.28,2:05.4,23.9,231,9.99,148,0
1,2586.0,00:11:42.78,2:03.6,24.0,232,10.10,153,0
1,2596.7,00:11:45.38,2:01.0,23.1,233,10.73,152,0
1,2606.7,00:11:47.85,2:03.9,24.2,234,10.00,155,0
1,2616.9,00:11:50.38,2:03.8,23.8,235,10.19,153,0
1,2627.6,00:11:53.02,2:03.6,22.7,236,10.67,152,0
1,2637.3,00:11:55.45,2:04.7,24.7,237,9.75,153,0
1,2647.5,00:11:58.00,2:05.6,23.5,238,10.17,157,0
1,2657.4,00:12:00.56,2:09.7,23.5,239,9.86,150,0
1,2667.3,00:12:03.06,2:05.3,24.0,240,9.97,155,0
1,2678.1,00:12:05.67,2:00.8,23.0,241,10.79,154,0
1,2687.8,00:12:08.10,2:06.2,24.6,242,9.65,160,0
1,2697.7,00:12:10.59,2:05.5,24.2,243,9.89,155,0
1,2707.3,00:12:13.06,2:08.3,24.3,244,9.62,148,0
1,2718.0,00:12:15.59,1:58.1,23.7,245,10.72,154,0
1,2728.0,00:12:18.12,2:06.8,23.7,246,9.98,158,0
1,2738.0,00:12:20.62,2:04.5,24.0,247,10.04,151,0
1,2748.4,00:12:23.19,2:03.7,23.3,248,10.39,154,0
1,2758.4,00:12:25.69,2:05.1,24.0,249,9.98,151,0
1,2768.0,00:12:28.11,2:06.0,24.7,250,9.63,152,0
1,2777.8,00:12:30.56,2:04.7,24.5,251,9.81,149,0
1,2787.3,00:12:32.94,2:05.9,25.2,252,9.47,149,0
1,2796.9,00:12:35.36,2:05.7,24.9,253,9.60,147,0
1,2806.4,00:12:37.73,2:05.7,25.3,254,9.44,155,0
1,2816.3,00:12:40.21,2:04.7,24.2,255,9.96,147,0
1,2826.0,00:12:42.63,2:05.1,24.8,256,9.68,151,0
1,2835.9,00:12:45.11,2:05.2,24.3,257,9.87,154,0
1,2846.0,00:12:47.64,2:04.9,23.7,258,10.13,146,0
1,2856.0,00:12:50.17,2:06.4,23.7,259,10.03,156,0
1,2866.2,00:12:52.70,2:04.8,23.7,260,10.14,157,0
1,2876.2,00:12:55.23,2:06.5,23.7,261,9.99,157,0
1,2886.0,00:12:57.73,2:07.5,24.0,262,9.79,150,0
1,2895.9,00:13:00.21,2:04.8,24.2,263,9.94,152,0
1,2905.2,00:13:02.62,2:09.8,24.9,264,9.28,150,0
1,2915.3,00:13:05.17,2:06.0,23.5,265,10.11,149,0
1,2925.0,00:13:07.63,2:06.1,24.4,266,9.75,151,0
1,2935.1,00:13:10.08,2:01.9,24.4,267,10.08,154,0
1,2945.8,00:13:12.72,2:03.6,22.8,268,10.66,150,0
1,2955.8,00:13:15.25,2:06.7,23.7,269,10.00,152,0
1,2965.8,00:13:17.79,2:06.1,23.7,270,10.05,157,0
1,2975.8,00:13:20.29,2:05.7,24.0,271,9.94,156,0
1,2985.9,00:13:22.76,2:02.4,24.2,272,10.12,159,0
1,2995.5,00:13:25.09,2:01.0,25.8,273,9.62,152,0
1,3005.2,00:13:27.56,2:06.9,24.3,274,9.71,154,0
1,3015.5,00:13:30.08,2:02.9,23.8,275,10.26,152,0
1,3025.3,00:13:32.50,2:02.8,24.8,276,9.84,149,0
1,3035.7,00:13:35.00,2:01.1,24.0,277,10.33,151,0
1,3045.7,00:13:37.54,2:05.9,23.7,278,10.07,150,0
1,3056.1,00:13:40.11,2:04.2,23.3,279,10.37,152,0
1,3066.3,00:13:42.67,2:05.0,23.5,280,10.22,154,0
1,3075.7,00:13:45.08,2:08.4,24.9,281,9.36,150,0
1,3086.2,00:13:47.61,2:00.0,23.7,282,10.56,158,0
1,3096.5,00:13:50.17,2:04.9,23.4,283,10.25,154,0
1,3106.9,00:13:52.79,2:05.9,22.9,284,10.40,152,0
1,3117.5,00:13:55.45,2:05.6,22.5,285,10.60,156,0
1,3128.0,00:13:58.12,2:06.6,22.5,286,10.53,153,0
1,3137.8,00:14:00.58,2:05.9,24.4,287,9.78,156,0
1,3147.7,00:14:03.10,2:06.7,23.8,288,9.94,151,0
1,3157.6,00:14:05.54,2:03.4,24.6,289,9.89,152,0
1,3167.0,00:14:07.90,2:05.9,25.4,290,9.39,152,0
1,3177.5,00:14:10.50,2:03.4,23.1,291,10.53,153,0
1,3187.2,00:14:12.93,2:05.9,24.8,292,9.63,154,0
1,3197.0,00:14:15.43,2:07.7,24.0,293,9.80,151,0
1,3207.0,00:14:17.98,2:06.8,23.6,294,10.04,152,0
1,3217.2,00:14:20.50,2:03.8,23.8,295,10.19,151,0
1,3226.9,00:14:22.95,2:05.7,24.5,296,9.74,148,0
1,3236.8,00:14:25.41,2:05.4,24.3,297,9.83,149,0
1,3246.6,00:14:27.85,2:04.4,24.6,298,9.79,151,0
1,3256.1,00:14:30.29,2:07.6,24.6,299,9.54,150,0
1,3266.1,00:14:32.75,2:03.2,24.4,300,10.00,159,0
1,3275.4,00:14:34.92,1:57.4,27.6,301,9.26,166,0
1,3284.1,00:14:37.02,1:59.4,28.6,302,8.77,160,0
1,3293.5,00:14:39.19,1:56.0,27.7,303,9.35,168,0
1,3302.6,00:14:41.37,1:59.3,27.5,304,9.16,168,0
1,3312.3,00:14:43.62,1:56.7,26.7,305,9.63,163,0
1,3321.4,00:14:45.70,1:53.8,28.9,306,9.11,168,0
1,3330.4,00:14:47.76,1:55.2,29.0,307,8.97,164,0
1,3340.0,00:14:50.02,1:57.4,26.6,308,9.59,170,0
1,3349.4,00:14:52.21,1:56.7,27.3,309,9.40,169,0
1,3358.9,00:14:54.31,1:50.5,28.5,310,9.52,167,0
1,3367.8,00:14:56.40,1:56.5,28.7,311,8.97,171,0
1,3377.8,00:14:58.71,1:55.3,26.0,312,9.99,169,0
1,3386.7,00:15:00.71,1:53.1,30.0,313,8.83,167,0
1,3395.8,00:15:02.85,1:56.8,28.0,314,9.17,167,0
1,3405.0,00:15:04.92,1:53.4,28.9,315,9.15,169,0
1,3414.4,00:15:07.10,1:55.3,27.6,316,9.43,166,0
1,3424.0,00:15:09.34,1:57.2,26.7,317,9.58,169,0
1,3433.4,00:15:11.52,1:55.4,27.6,318,9.43,171,0
1,3443.0,00:15:13.72,1:54.8,27.2,319,9.60,170,0
1,3452.3,00:15:15.84,1:54.3,28.4,320,9.23,162,0
1,3461.2,00:15:17.90,1:55.7,29.0,321,8.95,168,0
1,3470.6,00:15:20.06,1:55.5,27.8,322,9.35,167,0
1,3480.3,00:15:22.27,1:53.5,27.2,323,9.72,166,0
1,3490.0,00:15:24.45,1:52.7,27.5,324,9.68,170,0
1,3499.5,00:15:26.68,1:56.3,27.0,325,9.57,165,0
1,3508.5,00:15:28.80,1:57.7,28.3,326,9.01,169,0
1,3518.0,00:15:30.99,1:55.1,27.4,327,9.51,168,0
1,3528.0,00:15:33.24,1:53.8,26.6,328,9.91,168,0
1,3537.4,00:15:35.42,1:55.2,27.6,329,9.43,170,0
1,3546.4,00:15:37.51,1:56.8,28.6,330,8.98,170,0
1,3555.8,00:15:39.67,1:55.0,27.8,331,9.40,167,0
1,3565.2,00:15:41.84,1:54.6,27.7,332,9.43,163,0
1,3574.6,00:15:44.00,1:55.0,27.7,333,9.41,165,0
1,3583.8,00:15:46.14,1:56.0,28.0,334,9.24,168,0
1,3593.0,00:15:48.17,1:49.8,29.7,335,9.21,167,0
1,3602.7,00:15:50.43,1:57.0,26.5,336,9.66,176,0
1,3612.7,00:15:52.73,1:55.3,26.0,337,10.01,170,0
1,3622.0,00:15:54.90,1:56.1,27.8,338,9.31,161,0
1,3631.1,00:15:56.99,1:55.7,28.7,339,9.04,168,0
1,3640.4,00:15:59.17,1:56.3,27.5,340,9.37,167,0
1,3649.8,00:16:01.30,1:54.0,28.2,341,9.34,161,0
1,3659.1,00:16:03.44,1:55.4,28.0,342,9.29,170,0
1,3668.6,00:16:05.64,1:54.9,27.3,343,9.56,170,0
1,3677.7,00:16:07.77,1:57.5,28.1,344,9.08,174,0
1,3687.6,00:16:09.97,1:51.2,27.3,345,9.90,171,0
1,3696.4,00:16:12.03,1:56.8,29.2,346,8.79,170,0
1,3706.0,00:16:14.21,1:53.6,27.5,347,9.60,171,0
1,3715.9,00:16:16.41,1:51.4,27.3,348,9.88,165,0
1,3724.3,00:16:18.41,1:58.8,30.0,349,8.42,166,0
1,3733.8,00:16:20.60,1:55.5,27.4,350,9.48,166,0
1,3742.8,00:16:22.66,1:54.8,29.0,351,8.99,165,0
1,3751.8,00:16:24.73,1:53.8,29.0,352,9.07,169,0
1,3761.2,00:16:26.87,1:54.4,28.0,353,9.37,169,0
1,3771.0,00:16:29.06,1:51.3,27.4,354,9.82,161,0
1,3780.8,00:16:31.28,1:53.5,27.0,355,9.80,168,0
1,3790.0,00:16:33.42,1:56.1,28.0,356,9.21,168,0
1,3799.7,00:16:35.61,1:53.6,27.4,357,9.65,162,0
1,3809.0,00:16:37.77,1:56.0,27.9,358,9.28,170,0
1,3818.4,00:16:39.92,1:54.7,27.9,359,9.38,171,0
1,3827.5,00:16:42.06,1:56.5,28.0,360,9.19,170,0
1,3836.2,00:16:43.92,1:47.6,32.2,361,8.67,176,0
1,3845.4,00:16:45.82,1:43.4,31.7,362,9.15,176,0
1,3853.7,00:16:47.62,1:48.5,33.2,363,8.32,178,0
1,3862.3,00:16:49.47,1:47.4,32.5,364,8.61,180,0
1,3871.2,00:16:51.29,1:42.5,33.0,365,8.88,176,0
1,3879.8,00:16:53.14,1:47.9,32.4,366,8.59,178,0
1,3888.9,00:16:55.06,1:44.3,31.3,367,9.19,176,0
1,3897.8,00:16:56.98,1:48.0,31.3,368,8.87,176,0
1,3906.4,00:16:58.85,1:49.3,32.0,369,8.57,182,0
1,3915.3,00:17:00.71,1:43.8,32.3,370,8.96,179,0
1,3923.8,00:17:02.51,1:46.2,33.3,371,8.48,182,0
1,3932.6,00:17:04.38,1:46.0,32.1,372,8.82,177,0
1,3941.3,00:17:06.24,1:47.6,32.3,373,8.62,174,0
1,3950.2,00:17:08.11,1:45.5,31.9,374,8.90,176,0
1,3959.0,00:17:10.00,1:46.6,31.8,375,8.86,184,0
1,3967.8,00:17:11.85,1:45.7,32.5,376,8.74,173,0
1,3976.3,00:17:13.64,1:45.2,33.5,377,8.51,178,0
1,3985.5,00:17:15.57,1:44.9,31.1,378,9.20,175,0
1,3994.3,00:17:17.44,1:45.9,32.1,379,8.83,178,0
1,4003.3,00:17:19.30,1:43.3,32.2,380,9.01,182,0
1,4012.7,00:17:21.21,1:41.4,31.5,381,9.40,177,0
1,4022.0,00:17:23.12,1:43.0,31.4,382,9.28,177,0
1,4031.1,00:17:24.98,1:42.6,32.2,383,9.07,178,0
1,4039.6,00:17:26.79,1:46.4,33.1,384,8.51,178,0
1,4048.5,00:17:28.66,1:44.8,32.1,385,8.92,178,0
1,4057.3,00:17:30.50,1:44.8,32.6,386,8.78,171,0
1,4066.4,00:17:32.38,1:43.2,32.0,387,9.09,180,0
1,4075.4,00:17:34.28,1:45.3,31.5,388,9.04,185,0
1,4084.8,00:17:36.21,1:42.8,31.2,389,9.37,174,0
1,4094.6,00:17:38.20,1:41.2,30.1,390,9.85,179,0
1,4104.0,00:17:40.11,1:41.3,31.5,391,9.41,174,0
