NK SpeedCoach Rowing Session
Session Summary:
Serial Number,NK-123456
Session Name,Morning steady-state
Session Date,2020-01-11
Session Start Time,09:12:00
Total Distance (GPS),4735
Total Elapsed Time,00:20:26.86
Total Strokes,450

Per-Stroke Data:
Interval,Distance (GPS),Elapsed Time,Split (GPS),Stroke Rate,Total Strokes,Distance/Stroke (GPS),Heart Rate,Power
1,1147.2,00:05:19.07,2:15.6,19.1,102,11.59,136,0
1,1158.3,00:05:22.16,2:19.0,19.4,103,11.13,137,0
1,1170.3,00:05:25.41,2:16.1,18.5,104,11.93,134,0
1,1181.3,00:05:28.41,2:15.9,20.0,105,11.03,136,0
1,1193.6,00:05:31.68,2:12.7,18.4,106,12.31,137,0
1,1203.9,00:05:34.53,2:18.8,21.0,107,10.27,140,0
1,1215.9,00:05:37.80,2:16.5,18.4,108,11.97,129,0
1,1226.3,00:05:40.61,2:15.5,21.3,109,10.40,132,0
1,1236.4,00:05:43.39,2:16.3,21.6,110,10.19,129,0
1,1247.5,00:05:46.36,2:13.5,20.2,111,11.10,135,0
1,1258.6,00:05:49.41,2:17.7,19.6,112,11.10,131,0
1,1269.3,00:05:52.38,2:18.6,20.3,113,10.68,133,0
1,1280.3,00:05:55.35,2:15.4,20.2,114,10.99,133,0
1,1291.1,00:05:58.28,2:15.2,20.5,115,10.81,132,0
1,1301.4,00:06:01.08,2:16.6,21.4,116,10.26,134,0
1,1312.9,00:06:04.16,2:13.4,19.5,117,11.54,139,0
1,1324.0,00:06:07.17,2:15.9,19.9,118,11.10,134,0
1,1334.9,00:06:10.10,2:14.8,20.5,119,10.86,137,0
1,1345.9,00:06:13.12,2:16.7,19.9,120,11.06,137,0
1,1357.3,00:06:16.14,2:13.3,19.9,121,11.31,132,0
1,1368.9,00:06:19.23,2:13.0,19.4,122,11.62,138,0
1,1379.8,00:06:22.24,2:18.1,20.0,123,10.88,142,0
1,1391.1,00:06:25.23,2:11.9,20.0,124,11.36,134,0
1,1402.5,00:06:28.24,2:12.0,19.9,125,11.40,134,0
1,1413.6,00:06:31.21,2:14.1,20.2,126,11.06,133,0
1,1424.7,00:06:34.30,2:18.6,19.4,127,11.16,135,0
1,1436.3,00:06:37.40,2:14.3,19.3,128,11.56,138,0
1,1447.6,00:06:40.49,2:16.0,19.5,129,11.34,137,0
1,1458.2,00:06:43.40,2:17.8,20.6,130,10.57,133,0
1,1469.0,00:06:46.27,2:12.4,20.9,131,10.84,137,0
1,1479.6,00:06:49.13,2:15.6,21.0,132,10.55,138,0
1,1491.2,00:06:52.28,2:15.1,19.0,133,11.66,136,0
1,1503.0,00:06:55.40,2:12.7,19.3,134,11.74,139,0
1,1515.2,00:06:58.68,2:14.7,18.3,135,12.17,139,0
1,1526.4,00:07:01.75,2:16.1,19.5,136,11.29,140,0
1,1538.0,00:07:04.82,2:12.7,19.5,137,11.59,140,0
1,1550.0,00:07:08.02,2:13.3,18.8,138,11.98,136,0
1,1561.1,00:07:11.01,2:14.4,20.1,139,11.13,138,0
1,1571.8,00:07:13.88,2:14.5,20.9,140,10.67,137,0
1,1583.4,00:07:17.03,2:15.4,19.0,141,11.64,140,0
1,1594.1,00:07:19.87,2:12.5,21.2,142,10.70,138,0
1,1605.4,00:07:22.87,2:13.8,20.0,143,11.24,138,0
1,1617.2,00:07:26.10,2:15.6,18.6,144,11.87,140,0
1,1627.6,00:07:28.97,2:18.5,20.9,145,10.36,137,0
1,1638.8,00:07:31.97,2:14.0,20.0,146,11.21,144,0
1,1650.8,00:07:35.19,2:15.0,18.6,147,11.94,134,0
1,1663.6,00:07:38.54,2:10.0,17.9,148,12.87,134,0
1,1674.5,00:07:41.42,2:12.3,20.9,149,10.88,137,0
1,1686.1,00:07:44.56,2:15.2,19.1,150,11.63,135,0
1,1696.9,00:07:47.41,2:12.0,21.1,151,10.79,136,0
1,1708.1,00:07:50.40,2:14.0,20.1,152,11.14,142,0
1,1719.4,00:07:53.38,2:11.6,20.1,153,11.34,136,0
1,1730.7,00:07:56.45,2:15.5,19.5,154,11.33,139,0
1,1741.9,00:07:59.47,2:15.7,19.9,155,11.10,136,0
1,1753.1,00:08:02.48,2:14.4,19.9,156,11.23,143,0
1,1764.4,00:08:05.50,2:13.3,19.9,157,11.30,135,0
1,1775.4,00:08:08.42,2:12.8,20.5,158,10.99,139,0
1,1787.3,00:08:11.66,2:16.1,18.5,159,11.93,134,0
1,1798.7,00:08:14.76,2:16.1,19.4,160,11.37,134,0
1,1809.9,00:08:17.77,2:14.1,19.9,161,11.22,135,0
1,1820.3,00:08:20.62,2:17.0,21.1,162,10.39,132,0
1,1832.0,00:08:23.80,2:15.6,18.8,163,11.74,134,0
1,1843.4,00:08:26.85,2:14.3,19.7,164,11.35,140,0
1,1854.6,00:08:29.87,2:14.2,19.8,165,11.28,136,0
1,1865.4,00:08:32.73,2:13.0,21.0,166,10.72,139,0
1,1876.8,00:08:35.79,2:14.2,19.6,167,11.41,137,0
1,1888.2,00:08:38.81,2:12.0,19.9,168,11.44,140,0
1,1898.8,00:08:41.65,2:14.5,21.1,169,10.56,140,0
1,1909.5,00:08:44.55,2:15.9,20.7,170,10.68,139,0
1,1920.4,00:08:47.53,2:15.7,20.2,171,10.96,138,0
1,1932.1,00:08:50.65,2:14.0,19.2,172,11.64,132,0
1,1943.2,00:08:53.65,2:14.8,20.0,173,11.13,142,0
1,1954.2,00:08:56.63,2:15.9,20.1,174,10.97,138,0
1,1966.1,00:08:59.76,2:11.2,19.2,175,11.92,135,0
1,1977.8,00:09:02.93,2:15.3,18.9,176,11.73,137,0
1,1988.7,00:09:05.86,2:14.1,20.5,177,10.93,141,0
1,1999.6,00:09:08.74,2:12.7,20.8,178,10.84,137,0
1,2011.3,00:09:11.81,2:10.8,19.6,179,11.72,140,0
1,2022.0,00:09:14.67,2:14.0,21.0,180,10.69,137,0
1,2033.1,00:09:17.55,2:09.3,20.9,181,11.12,139,0
1,2044.3,00:09:20.53,2:12.9,20.1,182,11.23,142,0
1,2055.2,00:09:23.42,2:13.5,20.8,183,10.82,138,0
1,2066.6,00:09:26.46,2:13.0,19.7,184,11.46,134,0
1,2077.1,00:09:29.31,2:16.1,21.1,185,10.45,140,0
1,2088.4,00:09:32.45,2:18.2,19.1,186,11.35,144,0
1,2099.7,00:09:35.42,2:12.2,20.2,187,11.26,135,0
1,2110.8,00:09:38.37,2:12.2,20.3,188,11.16,138,0
1,2121.8,00:09:41.25,2:11.0,20.9,189,10.97,144,0
1,2132.5,00:09:44.07,2:11.5,21.3,190,10.73,134,0
1,2144.0,00:09:47.11,2:11.9,19.8,191,11.50,137,0
1,2156.6,00:09:50.45,2:13.5,17.9,192,12.53,143,0
1,2168.3,00:09:53.59,2:13.5,19.1,193,11.77,134,0
1,2179.3,00:09:56.52,2:13.5,20.5,194,10.95,144,0
1,2190.5,00:09:59.49,2:13.3,20.2,195,11.16,140,0
1,2202.1,00:10:02.55,2:11.3,19.6,196,11.66,139,0
1,2213.4,00:10:05.58,2:14.3,19.9,197,11.24,139,0
1,2224.7,00:10:08.64,2:14.8,19.6,198,11.36,143,0
1,2236.1,00:10:11.78,2:17.5,19.1,199,11.42,137,0
1,2247.3,00:10:14.87,2:18.9,19.4,200,11.14,138,0
1,2257.8,00:10:17.72,2:15.6,21.1,201,10.48,133,0
1,2269.0,00:10:20.70,2:12.9,20.1,202,11.23,134,0
1,2281.0,00:10:23.93,2:14.2,18.6,203,12.03,140,0
1,2292.1,00:10:26.88,2:13.4,20.3,204,11.07,136,0
1,2303.8,00:10:30.01,2:12.9,19.2,205,11.75,135,0
1,2315.1,00:10:33.03,2:14.0,19.8,206,11.29,135,0
1,2326.6,00:10:36.06,2:12.5,19.8,207,11.43,138,0
1,2337.5,00:10:39.00,2:14.4,20.4,208,10.94,139,0
1,2349.6,00:10:42.21,2:13.2,18.7,209,12.05,139,0
1,2360.7,00:10:45.14,2:10.8,20.5,210,11.18,138,0
1,2371.4,00:10:48.00,2:13.6,21.0,211,10.71,138,0
1,2382.4,00:10:50.95,2:14.5,20.4,212,10.96,140,0
1,2393.5,00:10:53.94,2:14.3,20.1,213,11.14,136,0
1,2404.6,00:10:56.96,2:16.5,19.9,214,11.06,137,0
1,2416.0,00:10:59.98,2:13.0,19.9,215,11.35,140,0
1,2427.4,00:11:03.08,2:15.8,19.3,216,11.43,135,0
1,2439.0,00:11:06.22,2:14.4,19.2,217,11.65,138,0
1,2449.9,00:11:09.18,2:16.1,20.2,218,10.89,137,0
1,2461.1,00:11:12.13,2:12.2,20.4,219,11.15,142,0
1,2471.9,00:11:15.06,2:15.1,20.5,220,10.83,139,0
1,2482.2,00:11:17.62,2:04.3,23.4,221,10.32,154,0
1,2492.2,00:11:20.12,2:05.2,24.0,222,9.99,148,0
1,2502.3,00:11:22.61,2:03.6,24.1,223,10.05,149,0
1,2512.6,00:11:25.12,2:01.3,23.9,224,10.36,154,0
1,2522.4,00:11:27.55,2:04.9,24.7,225,9.73,149,0
1,2532.7,00:11:30.13,2:04.7,23.2,226,10.35,145,0
1,2542.6,00:11:32.62,2:06.3,24.1,227,9.84,151,0
1,2552.7,00:11:35.16,2:05.4,23.6,228,10.14,153,0
1,2562.3,00:11:37.57,2:05.0,24.9,229,9.65,150,0
1,2572.5,00:11:40.11,2:05.4,23.6,230,10.13,157,0
1,2582.7,00:11:42.64,2:02.9,23.7,231,10.28,149,0
1,2593.4,00:11:45.33,2:05.7,22.3,232,10.69,148,0
1,2604.2,00:11:47.93,2:01.0,23.0,233,10.77,149,0
1,2614.2,00:11:50.39,2:02.4,24.5,234,10.02,147,0
1,2624.2,00:11:52.87,2:04.3,24.1,235,10.00,153,0
1,2634.0,00:11:55.31,2:05.0,24.6,236,9.76,148,0
1,2643.9,00:11:57.82,2:06.0,23.9,237,9.96,150,0
1,2654.3,00:12:00.45,2:07.2,22.9,238,10.32,151,0
1,2664.4,00:12:02.98,2:05.0,23.7,239,10.14,155,0
1,2674.4,00:12:05.46,2:04.3,24.2,240,9.97,154,0
1,2683.5,00:12:07.80,2:07.8,25.7,241,9.13,154,0
1,2693.3,00:12:10.39,2:12.5,23.1,242,9.80,148,0
1,2703.5,00:12:12.92,2:03.6,23.7,243,10.24,157,0
1,2713.6,00:12:15.39,2:02.1,24.3,244,10.09,153,0
1,2723.5,00:12:17.84,2:04.4,24.4,245,9.87,148,0
1,2733.8,00:12:20.41,2:04.1,23.4,246,10.32,152,0
1,2743.9,00:12:22.95,2:06.5,23.6,247,10.06,149,0
1,2754.6,00:12:25.60,2:03.5,22.6,248,10.74,156,0
1,2764.4,00:12:28.15,2:09.7,23.5,249,9.83,153,0
1,2775.0,00:12:30.75,2:03.3,23.1,250,10.54,153,0
1,2785.0,00:12:33.36,2:09.7,23.1,251,10.03,149,0
1,2794.6,00:12:35.80,2:07.9,24.5,252,9.55,152,0
1,2805.0,00:12:38.39,2:04.5,23.2,253,10.39,153,0
1,2814.7,00:12:40.81,2:05.1,24.7,254,9.71,148,0
1,2824.8,00:12:43.31,2:03.7,24.0,255,10.09,145,0
1,2835.2,00:12:45.87,2:02.1,23.4,256,10.48,154,0
1,2844.4,00:12:48.22,2:08.7,25.6,257,9.12,150,0
1,2854.4,00:12:50.76,2:06.4,23.6,258,10.05,155,0
1,2864.6,00:12:53.29,2:04.7,23.7,259,10.16,159,0
1,2874.7,00:12:55.80,2:04.0,23.9,260,10.11,152,0
1,2884.7,00:12:58.26,2:03.0,24.5,261,9.97,151,0
1,2895.1,00:13:00.86,2:04.4,23.1,262,10.45,158,0
1,2904.9,00:13:03.30,2:04.8,24.6,263,9.77,149,0
1,2914.8,00:13:05.82,2:07.1,23.8,264,9.94,150,0
1,2924.6,00:13:08.21,2:02.3,25.2,265,9.75,151,0
1,2934.3,00:13:10.57,2:01.0,25.4,266,9.76,156,0
1,2945.0,00:13:13.23,2:04.8,22.5,267,10.67,151,0
1,2955.3,00:13:15.67,1:58.7,24.7,268,10.25,146,0
1,2965.5,00:13:18.22,2:05.1,23.5,269,10.19,149,0
1,2975.7,00:13:20.73,2:02.6,23.8,270,10.27,151,0
1,2986.0,00:13:23.31,2:05.5,23.3,271,10.25,154,0
1,2995.6,00:13:25.69,2:03.7,25.1,272,9.65,151,0
1,3005.7,00:13:28.19,2:04.4,24.0,273,10.03,152,0
1,3016.1,00:13:30.83,2:05.7,22.8,274,10.49,149,0
1,3026.7,00:13:33.41,2:01.8,23.2,275,10.60,155,0
1,3036.6,00:13:35.92,2:07.3,23.9,276,9.87,153,0
1,3047.4,00:13:38.57,2:02.8,22.6,277,10.79,154,0
1,3057.8,00:13:41.14,2:02.8,23.4,278,10.44,151,0
1,3068.1,00:13:43.65,2:03.0,23.9,279,10.22,151,0
1,3078.7,00:13:46.19,1:59.8,23.6,280,10.60,154,0
1,3088.7,00:13:48.76,2:07.6,23.4,281,10.07,149,0
1,3099.1,00:13:51.40,2:07.4,22.7,282,10.36,147,0
1,3109.2,00:13:53.95,2:06.2,23.5,283,10.12,151,0
1,3119.8,00:13:56.60,2:05.4,22.7,284,10.55,151,0
1,3129.3,00:13:59.00,2:06.2,25.0,285,9.50,161,0
1,3139.8,00:14:01.64,2:05.0,22.7,286,10.58,149,0
1,3149.3,00:14:04.05,2:06.6,24.9,287,9.50,154,0
1,3159.7,00:14:06.62,2:03.5,23.4,288,10.39,146,0
1,3169.1,00:14:08.98,2:06.0,25.4,289,9.38,151,0
1,3178.7,00:14:11.41,2:06.5,24.7,290,9.58,155,0
1,3189.4,00:14:14.05,2:03.6,22.7,291,10.69,153,0
1,3199.1,00:14:16.52,2:06.9,24.3,292,9.73,149,0
1,3208.8,00:14:19.01,2:09.4,24.1,293,9.62,154,0
1,3218.5,00:14:21.44,2:05.0,24.7,294,9.72,154,0
1,3227.9,00:14:23.80,2:05.2,25.4,295,9.42,156,0
1,3238.1,00:14:26.37,2:06.2,23.3,296,10.20,155,0
1,3248.2,00:14:28.94,2:07.2,23.4,297,10.08,150,0
1,3258.5,00:14:31.51,2:05.0,23.4,298,10.28,158,0
1,3268.2,00:14:33.98,2:06.9,24.2,299,9.75,150,0
1,3278.4,00:14:36.47,2:02.6,24.1,300,10.17,150,0
1,3287.5,00:14:38.57,1:54.9,28.7,301,9.11,172,0
1,3296.9,00:14:40.72,1:54.6,27.8,302,9.40,172,0
1,3306.6,00:14:42.91,1:52.0,27.5,303,9.75,172,0
1,3316.2,00:14:45.02,1:50.7,28.3,304,9.57,168,0
1,3325.3,00:14:47.19,1:58.5,27.7,305,9.15,166,0
1,3335.0,00:14:49.37,1:53.2,27.5,306,9.63,165,0
1,3344.7,00:14:51.56,1:52.1,27.4,307,9.75,165,0
1,3354.7,00:14:53.80,1:52.0,26.7,308,10.03,163,0
1,3364.3,00:14:55.98,1:53.6,27.6,309,9.57,164,0
1,3373.5,00:14:58.09,1:54.9,28.4,310,9.20,167,0
1,3382.7,00:15:00.26,1:58.2,27.6,311,9.19,169,0
1,3392.3,00:15:02.38,1:49.8,28.4,312,9.62,166,0
1,3402.3,00:15:04.66,1:54.1,26.3,313,10.01,169,0
1,3411.8,00:15:06.85,1:56.0,27.5,314,9.41,165,0
1,3421.2,00:15:08.96,1:51.9,28.5,315,9.42,167,0
1,3430.3,00:15:11.07,1:56.1,28.3,316,9.12,168,0
1,3439.2,00:15:13.10,1:54.2,29.6,317,8.89,167,0
1,3449.0,00:15:15.43,1:58.5,25.8,318,9.81,167,0
1,3458.4,00:15:17.65,1:57.6,27.1,319,9.42,172,0
1,3467.9,00:15:19.78,1:52.1,28.1,320,9.53,169,0
1,3477.6,00:15:21.96,1:52.7,27.5,321,9.68,171,0
1,3487.5,00:15:24.25,1:56.1,26.3,322,9.82,169,0
1,3496.2,00:15:26.27,1:55.7,29.6,323,8.75,162,0
1,3505.7,00:15:28.47,1:55.1,27.3,324,9.53,169,0
1,3515.1,00:15:30.55,1:51.1,28.8,325,9.38,167,0
1,3524.0,00:15:32.64,1:58.1,28.8,326,8.83,174,0
1,3533.2,00:15:34.80,1:57.2,27.7,327,9.25,173,0
1,3542.1,00:15:36.87,1:56.4,29.0,328,8.90,170,0
1,3551.9,00:15:39.07,1:52.1,27.4,329,9.78,171,0
1,3561.3,00:15:41.23,1:54.9,27.7,330,9.41,166,0
1,3570.7,00:15:43.40,1:55.5,27.7,331,9.38,165,0
1,3579.9,00:15:45.54,1:55.5,28.1,332,9.26,168,0
1,3589.3,00:15:47.73,1:56.6,27.4,333,9.39,174,0
1,3598.6,00:15:49.91,1:57.5,27.5,334,9.28,171,0
1,3608.8,00:15:52.23,1:53.5,25.9,335,10.22,166,0
1,3617.9,00:15:54.32,1:55.4,28.6,336,9.08,169,0
1,3627.2,00:15:56.43,1:53.2,28.5,337,9.30,166,0
1,3636.9,00:15:58.65,1:54.7,27.0,338,9.68,168,0
1,3646.3,00:16:00.78,1:53.5,28.1,339,9.39,171,0
1,3655.1,00:16:02.87,1:58.1,28.7,340,8.84,170,0
1,3664.3,00:16:05.00,1:56.3,28.1,341,9.16,170,0
1,3673.6,00:16:07.18,1:57.6,27.5,342,9.29,173,0
1,3682.4,00:16:09.21,1:55.1,29.6,343,8.81,169,0
1,3691.6,00:16:11.33,1:55.0,28.3,344,9.21,170,0
1,3701.0,00:16:13.48,1:54.6,27.9,345,9.38,173,0
1,3710.2,00:16:15.61,1:55.1,28.1,346,9.26,171,0
1,3719.4,00:16:17.74,1:55.6,28.1,347,9.23,168,0
1,3729.1,00:16:19.96,1:54.9,27.0,348,9.66,165,0
1,3738.6,00:16:22.09,1:52.6,28.2,349,9.46,171,0
1,3747.6,00:16:24.19,1:55.6,28.6,350,9.08,168,0
1,3757.2,00:16:26.31,1:51.1,28.3,351,9.53,165,0
1,3766.5,00:16:28.46,1:55.7,27.9,352,9.30,168,0
1,3776.0,00:16:30.67,1:55.3,27.2,353,9.57,167,0
1,3785.6,00:16:32.88,1:55.7,27.1,354,9.56,167,0
1,3794.5,00:16:34.95,1:56.3,29.0,355,8.91,170,0
1,3803.9,00:16:37.07,1:53.3,28.3,356,9.37,165,0
1,3813.1,00:16:39.31,2:00.8,26.8,357,9.26,165,0
1,3822.6,00:16:41.47,1:54.3,27.8,358,9.43,167,0
1,3832.4,00:16:43.65,1:51.3,27.5,359,9.79,165,0
1,3842.1,00:16:45.88,1:54.7,26.9,360,9.72,166,0
1,3851.1,00:16:47.79,1:45.4,31.5,361,9.05,176,0
1,3859.9,00:16:49.62,1:44.2,32.7,362,8.79,179,0
1,3869.0,00:16:51.56,1:46.3,30.9,363,9.12,177,0
1,3877.8,00:16:53.41,1:45.7,32.3,364,8.78,177,0
1,3886.8,00:16:55.28,1:44.2,32.2,365,8.95,182,0
1,3895.4,00:16:57.11,1:46.0,32.7,366,8.65,174,0
1,3904.7,00:16:59.04,1:43.7,31.1,367,9.30,177,0
1,3913.7,00:17:00.89,1:43.2,32.4,368,8.98,182,0
1,3923.0,00:17:02.77,1:41.0,32.0,369,9.28,177,0
1,3932.7,00:17:04.77,1:43.5,29.9,370,9.68,176,0
1,3941.8,00:17:06.68,1:44.3,31.5,371,9.12,177,0
1,3950.6,00:17:08.58,1:48.0,31.5,372,8.81,182,0
1,3959.6,00:17:10.51,1:47.5,31.1,373,8.98,173,0
1,3968.4,00:17:12.42,1:48.1,31.3,374,8.86,171,0
1,3977.5,00:17:14.27,1:42.5,32.5,375,9.02,178,0
1,3986.1,00:17:16.16,1:48.4,31.9,376,8.69,176,0
1,3995.0,00:17:18.03,1:46.3,31.9,377,8.84,177,0
1,4004.1,00:17:19.95,1:44.9,31.3,378,9.13,178,0
1,4013.0,00:17:21.78,1:43.1,32.7,379,8.90,177,0
1,4021.9,00:17:23.64,1:44.7,32.3,380,8.89,177,0
1,4030.9,00:17:25.52,1:43.6,32.0,381,9.05,176,0
1,4040.0,00:17:27.37,1:42.8,32.4,382,9.02,181,0
1,4049.1,00:17:29.24,1:42.4,32.2,383,9.10,179,0
1,4057.8,00:17:31.10,1:46.5,32.1,384,8.76,181,0
1,4067.0,00:17:33.00,1:43.6,31.7,385,9.13,176,0
1,4076.2,00:17:34.92,1:43.5,31.2,386,9.29,179,0
1,4085.3,00:17:36.79,1:44.0,32.0,387,9.01,176,0
1,4094.2,00:17:38.65,1:44.0,32.3,388,8.94,175,0
1,4103.2,00:17:40.53,1:44.5,31.9,389,9.01,175,0
1,4111.8,00:17:42.37,1:46.7,32.7,390,8.61,178,0
1,4120.6,00:17:44.24,1:46.1,32.1,391,8.81,178,0
